,squareMeters,numberOfRooms,hasPool,cityCode,price
5566,61694,58,1,24345,6172206.1
5567,32713,97,0,91667,3278723.0
5568,9428,45,0,44951,944839.1
5569,92032,81,1,63227,9212773.2
5570,28091,77,0,11250,2815613.5
5571,54706,39,0,49697,5475756.0
5572,97429,13,1,22796,9751706.1
5573,7808,72,1,48436,789027.8
5574,60265,97,1,62899,6033313.0
5575,57850,32,0,32412,5789083.3
5576,72554,16,1,94523,7268379.4
5577,6966,21,1,568,700650.8
5578,79957,45,1,41031,8003950.0
5579,3629,4,1,50592,369764.1
5580,8732,25,0,90654,876270.1
5581,56514,33,0,14694,5652969.1
5582,20533,93,0,96947,2056508.9
5583,16625,27,0,57906,1664023.4
5584,12313,50,0,54497,1240834.8
5585,68052,4,0,66529,6805894.2
5586,35383,92,0,6641,3548725.9
5587,8977,51,1,6990,905128.5
5588,79356,46,1,58322,7940419.1
5589,67639,99,0,79091,6768972.2
5590,21145,70,0,1578,2119485.7
5591,26009,18,1,78438,2606754.7
5592,68580,4,1,64029,6863504.7
5593,88780,51,1,803,8887352.6
5594,72114,51,0,15113,7215802.0
5595,89756,47,0,59946,8980810.8
5596,1770,61,1,39153,183765.5
5597,20109,91,0,61429,2017287.6
5598,61067,99,1,7402,6110904.3
5599,30690,10,0,84667,3072879.5
5600,12161,11,0,51408,1218405.5
5601,47364,47,0,12097,4739985.9
5602,57066,20,1,37051,5711304.1
5603,97760,89,0,54535,9780377.1
5604,47476,85,1,8848,4761612.0
5605,32176,58,0,66885,3220156.9
5606,98547,17,1,76436,9865243.1
5607,86171,22,1,59194,8621486.1
5608,65711,20,1,68854,6579419.2
5609,73585,89,0,99940,7359509.9
5610,26665,68,0,97608,2671587.1
5611,69094,22,1,18938,6919039.8
5612,27538,9,1,86872,2761292.0
5613,64922,3,1,67211,6500624.3
5614,74600,64,0,90305,7461192.4
5615,56595,94,1,56319,5664278.4
5616,18037,91,0,38355,1805824.9
5617,56587,50,1,42357,5670619.6
5618,20105,98,1,7133,2017609.9
5619,46322,61,0,7924,4632807.5
5620,31301,13,1,48757,3142338.8
5621,91952,19,1,77480,9207839.5
5622,92948,46,0,15715,9297047.7
5623,66812,48,0,1843,6687761.6
5624,76424,37,1,44752,7647871.1
5625,14823,44,0,41581,1484434.3
5626,26682,7,1,55531,2675367.1
5627,12995,92,1,82253,1305488.6
5628,94789,23,1,31768,9484024.2
5629,34703,13,0,4516,3476698.6
5630,9691,20,0,94581,978280.6
5631,84118,15,1,92597,8416992.6
5632,39272,95,1,61459,3936310.0
5633,51037,100,1,28541,5107476.8
5634,17325,5,0,21598,1737822.7
5635,39104,19,1,92412,3920958.7
5636,11247,73,0,81369,1129896.8
5637,87000,62,0,45561,8700807.8
5638,99999,58,0,10477,10006771.2
5639,55888,81,0,69050,5594957.1
5640,75296,30,0,91673,7535664.5
5641,83512,8,1,49353,8358211.5
5642,22825,100,1,13201,2289049.8
5643,58287,71,0,61787,5837331.6
5644,91441,41,1,94085,9155265.3
5645,57564,64,0,90877,5758203.9
5646,82280,33,1,44585,8235158.9
5647,62646,36,1,69758,6273246.5
5648,50133,28,0,11572,5019119.3
5649,69719,11,1,96873,6982744.3
5650,81840,49,0,40158,8186999.6
5651,7851,22,1,82481,793981.2
5652,76564,95,0,62994,7662557.9
5653,2095,88,0,79779,213708.1
5654,13287,84,0,90025,1335371.3
5655,94457,17,0,64835,9455820.1
5656,96573,74,0,17971,9664738.3
5657,97898,60,0,99686,9794464.1
5658,18642,62,0,990,1865856.3
5659,52259,16,1,23742,5236500.3
5660,68362,77,0,95717,6840206.6
5661,66395,22,1,79008,6647572.6
5662,10590,74,0,22285,1060141.3
5663,51271,33,1,97623,5133444.8
5664,91436,7,0,78868,9151236.7
5665,68072,63,1,21153,6812764.9
5666,12172,12,0,86688,1218235.7
5667,34750,28,1,25225,3478934.3
5668,52832,46,1,1216,5292504.3
5669,87683,53,1,30308,8774909.3
5670,25145,2,1,24933,2521346.8
5671,18426,63,1,15208,1854935.6
5672,9381,96,0,12632,943600.8
5673,81658,27,1,42176,8171711.8
5674,10028,51,0,28865,1009529.2
5675,76352,55,1,58402,7641804.6
5676,21247,81,1,48858,2136110.4
5677,84805,15,1,29472,8486115.4
5678,8928,8,1,15140,896505.8
5679,14762,42,1,93672,1484350.2
5680,53454,14,1,59060,5349280.6
5681,35409,1,0,5631,3546437.2
5682,53161,42,0,7080,5320392.3
5683,12760,60,1,69267,1284972.5
5684,42826,38,0,64287,4287076.8
5685,58394,19,0,19251,5848843.1
5686,95143,90,0,35374,9517871.0
5687,46532,19,0,55537,4661805.0
5688,42272,11,0,2770,4228013.9
5689,42981,49,0,18351,4300680.4
5690,62384,72,0,60292,6242453.5
5691,81653,13,0,34493,8166002.5
5692,63278,60,0,11239,6332923.1
5693,95307,66,1,12824,9537644.4
5694,72545,96,1,11290,7260052.1
5695,66777,1,0,26797,6685851.8
5696,61001,41,0,73511,6105043.3
5697,65790,82,0,71245,6589425.1
5698,35948,75,0,44374,3596039.8
5699,54929,86,1,55322,5498846.5
5700,18397,59,0,6434,1846201.0
5701,4623,93,1,11227,468494.9
5702,58433,54,1,72133,5848135.8
5703,79767,86,0,89482,7981643.3
5704,58036,51,1,9043,5809016.7
5705,6051,77,0,77373,612527.5
5706,22703,41,0,4234,2273445.8
5707,29319,62,0,47216,2939576.1
5708,53722,26,1,82959,5383626.1
5709,32218,28,0,36128,3225722.5
5710,93288,90,0,48260,9334856.2
5711,30402,63,0,18703,3043179.2
5712,75632,43,1,52689,7573328.2
5713,34592,24,0,32228,3467169.6
5714,34304,54,0,66942,3434850.3
5715,21112,38,1,34073,2121485.9
5716,40266,100,1,96142,4028831.9
5717,93533,27,0,60496,9356028.7
5718,78672,59,1,93460,7877999.5
5719,47833,44,0,27128,4791653.8
5720,22142,11,0,76427,2220957.5
5721,19819,19,0,34411,1984840.0
5722,69967,32,0,7115,6997746.2
5723,28555,76,1,80056,2860957.8
5724,25881,89,1,30476,2596473.4
5725,81624,8,1,96626,8169425.4
5726,73943,29,1,80149,7405498.5
5727,78101,17,1,1451,7814923.5
5728,22162,14,1,84655,2223268.4
5729,72836,27,0,7994,7289126.9
5730,56614,98,0,32272,5662574.7
5731,838,30,1,23119,92181.3
5732,25946,84,0,64602,2600384.9
5733,17250,50,1,67364,1734432.1
5734,19387,17,0,18690,1940788.0
5735,36503,87,1,92021,3659340.7
5736,61752,62,1,42393,6181908.8
5737,25136,98,1,42440,2520958.1
5738,95989,44,1,91819,9610818.7
5739,27665,29,1,52092,2771481.1
5740,79169,22,0,28205,7918220.0
5741,69642,45,1,8723,6974699.6
5742,28727,45,1,17857,2877589.1
5743,88940,18,0,10114,8896898.3
5744,82978,41,0,81785,8299837.7
5745,22374,13,0,74626,2244101.2
5746,7169,65,0,37884,722385.3
5747,91380,23,1,66152,9144773.5
5748,20799,10,0,58358,2084113.7
5749,28446,94,1,97470,2852653.0
5750,81618,87,1,79006,8170899.9
5751,44513,63,1,57679,4457308.4
5752,66436,19,1,56455,6650734.1
5753,55482,87,0,46357,5558268.6
5754,23376,9,0,75147,2346829.2
5755,48380,73,1,15352,4842254.7
5756,38765,16,1,58119,3882491.3
5757,2484,43,1,7471,252179.2
5758,5624,35,0,11603,566535.4
5759,71541,71,1,72847,7159919.5
5760,98857,85,0,57725,9889895.6
5761,6948,10,1,30836,698524.7
5762,16284,39,1,40880,1638521.9
5763,60261,37,0,48194,6032370.6
5764,92304,75,0,54254,9234228.6
5765,32071,15,0,78354,3213146.8
5766,76454,17,0,31987,7647961.0
5767,70210,48,0,31261,7025129.1
5768,75584,77,0,82908,7567791.6
5769,41669,18,1,917,4176148.5
5770,8940,86,0,92620,899258.1
5771,79628,60,0,64099,7967880.3
5772,52979,82,1,44653,5304197.0
5773,75414,82,0,4618,7551847.9
5774,91515,23,1,48622,9157101.7
5775,68767,13,1,30743,6880980.4
5776,90111,94,0,77398,9014247.8
5777,1967,87,1,3509,207245.9
5778,21843,66,1,65013,2186457.8
5779,45049,30,1,35151,4519980.0
5780,925,16,0,86372,97785.8
5781,53956,78,0,91120,5401835.1
5782,3343,76,0,4913,344710.4
5783,25942,86,1,7199,2601765.1
5784,51171,95,1,29779,5125181.1
5785,82629,5,0,15024,8267316.2
5786,78721,23,0,1657,7875331.7
5787,82900,3,1,59010,8295028.3
5788,79399,21,0,42313,7946835.6
5789,87078,8,0,84539,8714830.2
5790,65246,19,1,44954,6529755.8
5791,48271,40,1,51930,4835629.8
5792,61311,30,1,587,6137635.8
5793,742,28,1,92580,81336.5
5794,55164,10,1,11611,5526826.7
5795,37448,47,1,96670,3754453.0
5796,34208,43,1,3418,3428754.3
5797,21442,42,0,67178,2145503.8
5798,69290,23,0,28205,6932336.9
5799,15299,91,0,60138,1542950.0
5800,30203,5,0,44106,3029401.9
5801,74069,53,1,30191,7417780.3
5802,780,18,1,74449,82916.5
5803,85060,55,0,36036,8507007.8
5804,47143,7,1,16032,4728886.0
5805,40194,32,1,57421,4022680.5
5806,74411,98,0,28297,7450324.7
5807,3527,47,0,47847,358050.9
5808,85185,23,1,95024,8522775.5
5809,68772,98,1,45826,6885105.8
5810,6281,33,1,86568,636186.6
5811,8319,78,0,69329,834891.9
5812,39572,79,1,40571,3960690.1
5813,61787,96,0,43066,6182153.0
5814,71117,31,0,20842,7116581.0
5815,42903,96,1,20793,4297348.1
5816,68847,70,0,11553,6888091.9
5817,55035,98,0,17234,5513804.1
5818,76485,57,0,78921,7652091.2
5819,27521,39,0,92041,2754134.2
5820,63072,55,1,65146,6311417.8
5821,60454,96,0,16207,6054212.3
5822,43204,15,0,80632,4322877.5
5823,70279,14,1,68228,7035681.5
5824,99303,44,0,81618,9940504.8
5825,52952,8,1,67728,5303295.9
5826,40139,95,1,56384,4017300.1
5827,26960,63,1,98398,2699467.4
5828,21726,10,0,89782,2173491.6
5829,18098,25,0,57051,1813099.8
5830,23519,20,0,42864,2358426.2
5831,50949,50,0,81910,5097163.6
5832,80834,22,1,14315,8089908.3
5833,77743,40,1,26015,7780280.1
5834,97124,78,1,87950,9725279.0
5835,80459,43,0,95838,8050098.1
5836,59237,54,0,38743,5932547.2
5837,43579,14,0,27799,4361420.9
5838,10484,38,0,170,1051974.6
5839,19907,31,1,24556,1996937.0
5840,68643,71,1,78777,6870485.0
5841,67457,7,1,35135,6757663.3
5842,44593,83,1,45854,4465177.5
5843,56339,100,1,98532,5642801.2
5844,74817,9,0,77016,7490782.6
5845,51109,17,0,4564,5114433.7
5846,63601,24,0,72190,6368141.6
5847,72926,35,0,52085,7295797.1
5848,1562,85,1,78230,167143.6
5849,2536,88,0,76785,258795.8
5850,44175,43,0,69678,4418372.5
5851,4069,39,1,45738,411451.3
5852,73082,54,1,41242,7318776.7
5853,37718,79,0,25226,3772814.4
5854,47386,36,1,187,4746476.2
5855,33871,85,1,56974,3394030.8
5856,45406,53,0,25031,4545686.8
5857,66434,80,0,65059,6644460.9
5858,23684,95,0,41456,2370875.3
5859,47177,80,1,44490,4726802.2
5860,61661,10,0,3,6168562.4
5861,449,31,0,56485,50344.1
5862,66648,48,1,1898,6670719.9
5863,48757,41,0,13126,4879405.7
5864,23558,42,0,70699,2359701.0
5865,56223,42,1,75941,5629298.6
5866,14137,68,1,38652,1425174.1
5867,59386,85,1,38284,5942766.0
5868,34826,55,0,95710,3488059.1
5869,12785,91,1,29170,1284860.9
5870,72587,98,1,67127,7265382.8
5871,69804,90,0,54462,6984611.7
5872,63915,11,0,46601,6396088.2
5873,24415,76,0,62039,2442299.9
5874,91007,49,0,34754,9101688.4
5875,24023,47,0,57123,2405911.8
5876,66716,22,0,95057,6678899.3
5877,44653,35,1,75252,4473832.2
5878,91013,1,1,53061,9111320.0
5879,14725,14,0,55962,1484099.7
5880,61115,48,1,91611,6116454.1
5881,90925,25,0,56189,9094635.7
5882,54717,52,1,67749,5478930.9
5883,53708,81,0,23097,5378041.6
5884,55413,32,1,27272,5551048.8
5885,74875,98,1,78989,7495681.7
5886,65844,13,1,38885,6587579.8
5887,28613,95,0,26626,2862135.7
5888,99458,94,1,6721,9957307.4
5889,69399,77,0,23261,6940277.3
5890,51237,92,1,9328,5130743.7
5891,29276,42,0,10763,2928782.7
5892,50938,33,1,82322,5103724.4
5893,39614,97,1,37972,3968931.1
5894,5758,77,0,46266,581130.0
5895,60562,10,1,74477,6061364.4
5896,28048,63,0,41654,2806887.8
5897,92649,28,0,66400,9270413.5
5898,16354,4,1,61599,1645035.9
5899,50418,43,0,75051,5047372.6
5900,20075,25,0,48709,2010227.0
5901,54729,30,1,20767,5479404.1
5902,34767,13,0,10449,3481346.7
5903,31388,17,1,82136,3145817.5
5904,37134,83,1,59284,3718807.5
5905,14011,99,1,34664,1408285.2
5906,87589,54,1,48335,8769157.6
5907,40993,16,1,50040,4102780.7
5908,92811,3,1,55214,9293471.4
5909,26867,6,0,26778,2690300.0
5910,49170,96,1,44018,4923152.1
5911,77081,67,1,81670,7711931.5
5912,66959,87,0,6018,6699322.0
5913,82458,93,1,37295,8250503.1
5914,85615,68,1,32039,8572770.9
5915,61803,22,1,16975,6187398.5
5916,93190,51,0,67570,9322069.8
5917,79240,53,0,70466,7928275.4
5918,86184,99,1,14009,8625590.3
5919,57097,65,1,27120,5715926.1
5920,683,91,1,75419,76430.9
5921,22255,70,1,43995,2239467.2
5922,43586,12,0,16475,4366236.5
5923,55472,44,1,87433,5553013.8
5924,58253,15,0,64455,5832546.4
5925,46308,73,0,40354,4639736.9
5926,65961,29,1,92444,6600131.7
5927,77262,19,1,41026,7732674.0
5928,48399,78,1,25868,4847310.7
5929,75402,59,1,30993,7545050.3
5930,54750,10,0,34626,5481119.0
5931,25968,74,0,78812,2601762.2
5932,28993,96,0,12275,2902643.8
5933,28605,2,1,63712,2866459.3
5934,68184,64,0,64961,6823394.8
5935,98283,41,1,19613,9833681.3
5936,95238,100,0,1606,9530991.9
5937,67519,85,0,40410,6754271.4
5938,33608,38,0,77318,3365171.8
5939,22851,5,0,49622,2287033.1
5940,69165,16,0,91418,6919982.9
5941,15321,53,0,57521,1533279.4
5942,74477,22,1,61997,7454179.4
5943,17668,50,0,3614,1771537.5
5944,19794,27,1,57162,1985050.2
5945,21294,54,1,30584,2140798.7
5946,56753,6,0,93389,5682190.2
5947,35753,5,0,66317,3580868.7
5948,14118,59,1,73671,1418040.1
5949,39307,19,1,59330,3937946.9
5950,21477,49,1,22096,2152653.2
5951,52264,50,1,83169,5230980.6
5952,61350,4,0,26720,6139665.5
5953,71993,95,1,84589,7211507.2
5954,60450,32,0,86523,6051258.6
5955,42791,21,0,85417,4281322.8
5956,9289,50,0,15072,934488.8
5957,84888,51,0,70938,8489801.7
5958,45867,84,1,94070,4594103.9
5959,72100,93,1,15019,7226586.5
5960,13381,45,0,363,1340414.3
5961,27690,26,0,27913,2772656.0
5962,18149,46,1,95781,1829948.2
5963,85154,10,0,69408,8518699.4
5964,10851,17,1,43292,1095539.9
5965,19214,90,1,9440,1925120.0
5966,93450,23,0,15145,9350673.1
5967,25051,36,0,81086,2506485.7
5968,54300,96,1,81415,5442438.1
5969,22241,59,0,86069,2225712.0
5970,26853,57,1,14115,2689625.5
5971,42360,13,0,5879,4239495.2
5972,50710,94,0,64388,5071797.1
5973,7512,27,1,27327,758423.9
5974,28956,3,1,30673,2898953.1
5975,71001,74,0,87640,7104645.8
5976,96364,31,1,48110,9648728.5
5977,74315,47,0,73104,7435387.2
5978,4487,62,0,82960,456380.0
5979,75066,25,1,5708,7519416.1
5980,81374,87,1,21924,8143861.0
5981,92490,34,0,83288,9250743.5
5982,24686,87,1,87064,2474395.5
5983,81548,51,1,43662,8161315.6
5984,83789,40,0,85979,8382124.2
5985,82407,75,0,93627,8244581.9
5986,15763,38,0,3877,1581323.4
5987,56191,30,1,31317,5629430.7
5988,93324,100,1,53010,9343406.4
5989,75039,5,1,32066,7512308.1
5990,24270,73,1,43678,2436202.5
5991,19277,85,1,51286,1936026.0
5992,48799,55,0,94670,4886995.7
5993,86184,38,0,72903,8624330.2
5994,21217,20,1,51241,2127258.5
5995,90679,5,0,18800,9072340.9
5996,75873,6,0,4349,7588881.5
5997,58091,46,0,96268,5813567.4
5998,89396,86,1,33928,8949480.3
5999,87867,25,0,69103,8788119.4
6000,62655,32,0,62786,6270255.7
6001,55840,85,0,59649,5587969.2
6002,28720,60,0,21334,2876831.3
6003,79783,4,1,86726,7983955.3
6004,68260,89,0,61998,6829892.6
6005,4113,64,0,58247,416148.3
6006,29556,91,1,43869,2962632.0
6007,90300,66,0,51582,9037944.8
6008,80439,77,0,77584,8046219.9
6009,89245,86,1,94289,8930367.7
6010,42540,68,1,14618,4264337.9
6011,2978,3,1,46118,307536.1
6012,43038,18,0,52253,4307230.6
6013,65201,87,1,89581,6522337.7
6014,16200,79,0,3591,1621661.1
6015,24095,45,0,57157,2409945.7
6016,10503,94,1,71900,1058224.5
6017,90338,17,0,68673,9040287.5
6018,58402,85,0,95691,5848466.1
6019,7431,62,1,71458,749725.3
6020,55047,22,1,32537,5512488.3
6021,78897,58,1,88501,7901129.7
6022,52123,32,0,38055,5219801.7
6023,41157,22,0,29853,4119982.5
6024,12838,35,0,47345,1286311.4
6025,18285,70,1,67500,1835040.3
6026,33435,33,1,78940,3349314.0
6027,77618,78,0,38605,7768108.9
6028,64044,31,0,8926,6406275.1
6029,69788,12,0,74609,6980862.0
6030,5208,61,1,65029,526474.3
6031,69952,78,0,75348,7001508.6
6032,9613,95,1,30000,969559.9
6033,79915,51,0,78046,7994470.5
6034,99636,89,0,85552,9969033.0
6035,37822,23,0,28785,3785912.1
6036,33726,28,0,27869,3376333.2
6037,97854,70,1,55993,9792071.1
6038,80266,22,0,59679,8030275.2
6039,48875,93,1,88018,4892360.9
6040,35019,50,1,92394,3510681.1
6041,55020,34,0,43593,5503232.1
6042,29256,41,0,64566,2933216.1
6043,26943,60,0,75681,2697365.4
6044,11050,63,0,55473,1107198.3
6045,47413,66,0,61968,4743556.5
6046,20002,12,1,77642,2015304.7
6047,60216,14,1,84535,6031741.2
6048,83275,77,0,29279,8331662.9
6049,80150,77,1,926,8022700.1
6050,38057,50,0,4946,3809962.7
6051,53449,7,1,79386,5352469.4
6052,33785,14,0,46932,3380715.2
6053,9463,60,0,89885,956197.1
6054,94370,55,1,83209,9445972.3
6055,44698,15,0,13007,4473490.3
6056,75743,76,0,26354,7580464.4
6057,17622,42,0,56267,1767131.5
6058,62662,28,0,8650,6271685.3
6059,17346,74,1,12046,1740674.0
6060,88899,84,1,34472,8893227.0
6061,72447,68,0,48157,7257991.2
6062,40555,76,0,928,4061001.3
6063,91095,2,0,22508,9115770.8
6064,69810,37,1,50185,6986464.3
6065,27533,63,0,78291,2761258.9
6066,75271,69,1,33145,7537873.2
6067,42010,70,1,68388,4206362.7
6068,2169,96,1,9503,221299.2
6069,29004,70,1,49297,2905549.2
6070,32966,11,1,45631,3303709.1
6071,14859,82,1,59413,1492436.2
6072,33640,9,1,35374,3367992.5
6073,73808,6,1,91163,7388725.2
6074,30807,99,0,294,3083235.8
6075,14243,85,1,39289,1430473.6
6076,82190,65,0,93480,8221240.9
6077,31968,87,1,11119,3203508.5
6078,23558,26,0,49364,2359810.6
6079,81063,98,1,35456,8113870.8
6080,9542,60,1,16762,962999.8
6081,39699,74,1,9591,3977888.5
6082,50788,64,1,30437,5087258.8
6083,41681,12,1,68280,4173046.1
6084,3798,53,0,51619,385544.4
6085,31044,53,0,5535,3106033.9
6086,46291,97,1,74303,4633898.8
6087,15727,25,0,17489,1577602.7
6088,67555,40,0,46536,6758958.8
6089,1903,2,0,78180,193030.7
6090,67271,60,1,50779,6737040.1
6091,39217,7,1,12508,3932893.7
6092,62532,26,0,35831,6261175.8
6093,36239,59,1,83657,3634312.0
6094,11987,48,0,34594,1203183.8
6095,32862,39,1,10742,3296039.3
6096,10983,10,1,49671,1100529.1
6097,94294,38,1,74452,9439785.4
6098,11157,49,0,5985,1120482.0
6099,59018,35,0,34228,5907138.1
6100,84807,34,0,39535,8482192.8
6101,31585,42,0,85871,3165163.6
6102,44670,41,1,24224,4470923.2
6103,16951,20,0,17641,1701160.1
6104,5892,32,1,91182,601283.5
6105,24971,65,0,30857,2501574.4
6106,56217,69,0,28095,5629960.1
6107,6138,92,0,64051,617184.8
6108,37582,17,1,58259,3769640.9
6109,18848,89,0,85574,1887019.3
6110,12107,15,0,53025,1211581.1
6111,71523,87,1,92755,7159041.2
6112,88328,91,0,2451,8840872.2
6113,22304,42,1,11188,2235124.0
6114,90523,63,1,78948,9058136.1
6115,91987,31,0,74739,9208316.3
6116,57719,86,1,44354,5779467.7
6117,87073,2,1,20816,8719452.5
6118,1878,68,1,24582,195927.5
6119,47184,40,1,10697,4724350.1
6120,45511,33,0,40240,4558309.3
6121,98450,23,0,73903,9848719.9
6122,38551,8,1,55782,3867229.2
6123,1359,99,1,32645,145834.6
6124,76903,36,0,30067,7694030.0
6125,67496,23,0,16401,6752379.9
6126,39756,22,1,35568,3980007.9
6127,25643,6,1,18418,2571876.1
6128,14043,8,0,19843,1415900.4
6129,82311,85,0,52171,8239353.2
6130,9333,96,1,95132,939398.5
6131,36563,46,0,69259,3657222.1
6132,33427,23,1,20168,3351101.0
6133,52552,83,1,48564,5262997.6
6134,1294,31,0,64467,142745.1
6135,19382,95,1,14352,1943992.4
6136,62805,89,1,53836,6288112.9
6137,76045,48,0,35808,7605336.0
6138,11660,45,1,85834,1169525.9
6139,65965,87,1,52325,6607805.8
6140,18243,4,0,64376,1826399.5
6141,45620,49,1,81978,4572312.2
6142,95620,43,0,42227,9564517.1
6143,44159,61,0,59704,4422962.0
6144,56819,66,0,12174,5688459.7
6145,45681,8,0,31308,4575079.3
6146,45885,30,1,6898,4598304.1
6147,42781,53,0,19280,4280444.5
6148,48919,26,0,22072,4896296.6
6149,4846,64,0,688,486151.5
6150,31160,53,0,984,3125704.3
6151,7033,2,1,71260,708252.1
6152,72797,79,0,15203,7286052.0
6153,59068,56,0,58418,5910960.7
6154,10737,4,1,43155,1083375.6
6155,5798,38,1,80266,586009.0
6156,63396,36,1,64240,6347194.8
6157,12196,85,1,72129,1223454.7
6158,45271,4,0,84187,4533164.6
6159,53885,68,0,16515,5392191.3
6160,21006,46,0,35375,2101763.4
6161,99184,35,0,14204,9920683.6
6162,27569,99,1,75363,2765641.9
6163,11064,83,0,10629,1108539.2
6164,60299,99,1,64649,6035836.4
6165,43337,14,0,74760,4334979.3
6166,6738,86,0,90438,680185.3
6167,7939,76,1,67977,806926.1
6168,33316,89,1,44095,3340809.0
6169,28193,61,0,66975,2833176.1
6170,60768,52,1,32685,6083121.0
6171,405,38,1,19931,54382.3
6172,78229,55,1,43990,7831558.1
6173,38892,78,1,87567,3898426.8
6174,16834,67,0,60701,1691557.9
6175,98767,58,0,4181,9881688.7
6176,19931,71,1,81797,1998436.4
6177,94165,57,1,90515,9425553.3
6178,3166,57,1,78583,322863.6
6179,14307,76,0,87315,1438756.9
6180,74927,58,0,65895,7494035.3
6181,46132,94,0,78173,4624268.3
6182,93683,61,0,77856,9369675.9
6183,22136,56,0,93052,2217451.2
6184,22334,5,1,96183,2239252.7
6185,94723,15,1,58166,9476464.6
6186,525,39,0,88189,56225.4
6187,44111,53,1,76720,4421849.2
6188,50839,28,1,87383,5088531.5
6189,81019,81,1,60447,8108376.1
6190,36137,72,1,67680,3619989.0
6191,56439,84,1,54971,5650606.0
6192,1937,54,0,29408,201865.9
6193,93001,36,1,4114,9310693.2
6194,67233,36,0,86885,6731477.8
6195,55682,71,1,715,5575110.4
6196,97897,63,1,62818,9799105.0
6197,66836,68,0,33390,6692953.7
6198,78235,8,1,11231,7835672.9
6199,32419,36,1,268,3253478.1
6200,54995,7,1,21630,5507408.0
6201,7133,86,1,19117,723366.9
6202,48223,48,0,28039,4826979.6
6203,28354,54,1,18111,2842100.0
6204,63613,83,1,53257,6370994.7
6205,40812,52,0,80013,4088680.8
6206,40736,55,1,20797,4087187.4
6207,93690,94,0,74695,9372359.5
6208,50276,26,0,89868,5030850.8
6209,21294,65,1,75462,2133300.1
6210,99074,67,0,70776,9914551.1
6211,24979,45,1,28179,2508814.1
6212,41441,21,0,92629,4156420.0
6213,97857,20,1,85973,9790445.7
6214,65931,71,0,85353,6595633.7
6215,39077,15,0,50692,3908929.5
6216,95690,10,1,3769,9573812.1
6217,82236,49,1,28908,8231424.8
6218,36539,68,1,28123,3664156.4
6219,99491,47,0,86141,9957075.0
6220,32185,27,0,26136,3221329.8
6221,59183,22,0,54858,5924125.4
6222,11006,48,1,26688,1107901.5
6223,24025,18,1,92667,2415923.9
6224,92120,25,1,72326,9219455.1
6225,63342,21,1,91993,6349697.7
6226,91418,76,0,3281,9152058.2
6227,99151,76,0,86946,9918352.0
6228,31429,17,1,8651,3151080.1
6229,92781,74,1,51710,9284649.6
6230,7719,5,1,47283,777314.3
6231,46313,91,1,14423,4638363.8
6232,53973,69,0,3337,5404423.3
6233,95748,28,0,6968,9577750.1
6234,64615,38,0,8777,6469341.9
6235,10876,64,0,71768,1089783.0
6236,38315,97,1,99664,3839110.0
6237,16733,20,0,79027,1674111.9
6238,17417,53,0,24075,1743942.0
6239,45946,24,0,16419,4601566.1
6240,32143,91,0,43345,3219151.7
6241,23409,45,0,92659,2345459.2
6242,58559,16,0,72345,5856579.6
6243,88182,3,1,35450,8830006.4
6244,12315,67,0,84746,1240599.7
6245,19520,40,1,39739,1960957.8
6246,79262,55,0,46299,7927560.9
6247,33550,8,1,72430,3366345.9
6248,45179,14,0,58110,4519301.5
6249,8677,7,1,52191,877121.4
6250,52517,75,1,85664,5254743.7
6251,53762,24,1,55313,5387288.1
6252,79553,7,0,35059,7964369.6
6253,9367,99,1,1080,944409.6
6254,20349,35,1,75883,2039634.6
6255,34433,45,1,63456,3453087.9
6256,1451,33,1,48492,148347.6
6257,21527,82,0,68419,2157776.2
6258,45209,50,1,16056,4526043.8
6259,93318,20,1,96463,9340167.8
6260,31437,10,0,1123,3148110.3
6261,4742,71,1,73433,485143.0
6262,48648,80,0,57450,4875007.1
6263,89003,41,0,7961,8911885.2
6264,25182,73,1,15511,2526249.3
6265,38890,19,1,56283,3898194.1
6266,8682,26,0,83971,876659.1
6267,17332,28,0,14619,1742502.9
6268,75671,63,1,8142,7574463.3
6269,5991,1,0,18757,602374.1
6270,46463,56,0,36162,4653602.9
6271,99774,44,1,8823,9983069.1
6272,60244,31,1,8072,6031860.3
6273,78747,37,1,78552,7887317.2
6274,47635,18,0,44919,4774793.1
6275,6591,16,1,36504,663660.4
6276,12997,79,1,26726,1312665.7
6277,16146,69,1,29889,1619608.6
6278,94792,77,0,63448,9484212.0
6279,2382,68,1,9577,244305.7
6280,71528,32,0,14402,7159665.0
6281,16249,71,0,86994,1627810.9
6282,34910,64,1,69586,3499187.0
6283,32396,11,1,75606,3247610.7
6284,50205,56,1,96108,5023160.6
6285,10697,20,1,88129,1075136.0
6286,50436,3,1,30636,5051967.3
6287,89215,84,1,6565,8927554.6
6288,88746,45,0,59032,8880447.7
6289,81582,63,0,4463,8166678.9
6290,17241,98,1,58838,1730302.1
6291,81401,67,1,74462,8149175.1
6292,41659,3,0,6480,4171071.8
6293,62268,54,0,82844,6230294.9
6294,91618,50,0,70160,9166381.3
6295,37151,30,1,61643,3718557.2
6296,17705,66,0,14128,1780034.3
6297,93558,78,0,61781,9366616.4
6298,3086,56,1,62868,323109.6
6299,30247,9,1,66810,3034212.5
6300,26580,48,0,8099,2666936.7
6301,21316,9,1,81882,2138919.9
6302,77646,36,1,52556,7770618.8
6303,39806,32,1,39652,3990034.4
6304,91624,29,1,57853,9168443.3
6305,96329,51,1,87241,9643766.1
